id_usuario,nombre,apellido,DNI,latitud,longitud
143,María,Pérez,42873832,-11.943825945822743,-76.70770222750437
144,Jorge,Ramírez,27074589,-11.9487550971988,-76.71578242643594
145,Carmen,Vargas,90869048,-11.949076968943707,-76.70671224768971
146,Elena,Pérez,69403156,-11.946155574437675,-76.70282540214299
147,María,Rojas,79711956,-11.946192742795972,-76.7099463460904
148,Luis,Flores,25844829,-11.939873670142296,-76.70448172133551
149,Pedro,Torres,53257079,-11.93831548927009,-76.70687490130821
150,Elena,Vargas,95618452,-11.941427812422566,-76.7087224191524
151,Jorge,Soto,98167455,-11.9421649167715,-76.71215355714898
152,Lucía,Ramírez,16328904,-11.946954596650269,-76.71051012337223
153,Ana,Soto,12637281,-11.945010553867574,-76.71185968414798
154,María,Ramírez,25655123,-11.94241083765763,-76.70763408437429
155,Luis,García,10658633,-11.944234779341125,-76.70606740975683
156,Luis,Flores,40503686,-11.9479250673424,-76.71108097837784
157,José,García,36336977,-11.946650466961808,-76.71609960985121
158,Luis,Flores,78863313,-11.944748042057528,-76.71086524252514
159,José,Pérez,59763141,-11.939959650770271,-76.70860756494633
160,Lucía,Vargas,65128484,-11.947572560472988,-76.704937722301
161,Lucía,Ramírez,59380072,-11.940836898913425,-76.7087537068896
162,Jorge,Flores,69201687,-11.94517945229655,-76.71337831771017
163,Luis,Flores,98665085,-11.945616620328211,-76.70723375414089
164,Carmen,Flores,17743041,-11.938846241082196,-76.70587026941519
165,Elena,Ruiz,38164488,-11.94596654826536,-76.71385885229986
166,Luis,Mendoza,89052299,-11.944077341259266,-76.71580531809668
167,Elena,Mendoza,83656746,-11.943530496857443,-76.7109428077589
168,Carlos,Mendoza,64884794,-11.945898109505604,-76.71528410920179
169,Jorge,Pérez,36756554,-11.94295919968029,-76.71209810251898
170,José,García,83441971,-11.948009750507133,-76.71911678663984
171,José,Vargas,84464954,-11.944582544715152,-76.70518324520998
172,Lucía,Soto,92406311,-11.939516222356357,-76.71187128876976
173,Carlos,Ruiz,78542980,-11.946306636181085,-76.70909367723178
174,Ana,Vargas,93071415,-11.947495156317563,-76.70959462430054
175,María,Torres,86254012,-11.942201759164844,-76.70681920032834
176,José,García,68786656,-11.94480046222944,-76.71111102125053
177,María,Pérez,17126806,-11.94713394776027,-76.71298064106212
178,María,Mendoza,23697696,-11.945179436675703,-76.70939790347954
179,Jorge,Torres,40822909,-11.9417592461213,-76.71290953685204
180,Elena,García,90725715,-11.94002193429312,-76.71131337080313
181,Luis,Ramírez,44986263,-11.944564101883046,-76.71274163503745
182,Elena,Ramírez,94953710,-11.951772720780818,-76.70784786381091
183,Elena,García,90016768,-11.942289468308722,-76.71134398267135
184,Ana,Mendoza,15805794,-11.944299027848324,-76.70895218234688
185,Carlos,Rojas,67435306,-11.94918763757066,-76.71208715803203
186,Luis,Vargas,38567892,-11.942117205961134,-76.7142628682695
187,Ana,Vargas,53402790,-11.9436193262035,-76.71456974541387
188,Pedro,Flores,92604564,-11.9431007100527,-76.71060692444689
189,Pedro,Torres,61241779,-11.949345395447716,-76.70700578193663
190,Luis,García,69077863,-11.946703774730391,-76.71293075731104
191,Ana,Torres,95320836,-11.943898292408306,-76.7070540879517
192,Elena,Pérez,84548043,-11.947547465456935,-76.71031496045045
193,Jorge,Rojas,68826880,-11.943213550499008,-76.7084206831782
194,Jorge,García,67438054,-11.943970675334167,-76.71160108351725
195,José,Torres,67940492,-11.946982770661943,-76.71024156835085
196,Ana,Flores,64602762,-11.947716417035956,-76.71926405145048
197,María,Ruiz,15825282,-11.943190320587526,-76.70778819547674
198,José,Soto,65978979,-11.951588797306623,-76.71352919211412
199,José,Ruiz,51285751,-11.942642537216985,-76.70432751359085
200,Luis,Vargas,75940672,-11.944437618876972,-76.71268400882369
201,Lucía,Vargas,13248796,-11.926048689323316,-76.67637537074255
202,Elena,García,27096808,-11.927437892537371,-76.68289757601994
203,Lucía,Mendoza,74704593,-11.926948230566545,-76.68335998582477
204,Ana,Mendoza,83295457,-11.925131989052016,-76.67562596462459
205,Luis,Torres,64574647,-11.924530762180652,-76.68125706050637
206,Ana,Pérez,98239340,-11.926375433806744,-76.68518957242608
207,Carlos,Pérez,98499191,-11.922850670668558,-76.68073351159103
208,José,Pérez,39153561,-11.926041439740771,-76.67092067729646
209,Carlos,Ramírez,22848445,-11.924603741274902,-76.68275537315029
210,Ana,Pérez,41721700,-11.926779072788616,-76.67705466287241
211,Carmen,Pérez,60120931,-11.925160188768386,-76.68481483393495
212,Pedro,Pérez,60682053,-11.922742313196274,-76.68250443225661
213,Elena,Ramírez,29559323,-11.919880106671346,-76.67725985580284
214,Jorge,Torres,67003602,-11.926841965686975,-76.67665695091479
215,Elena,Rojas,70495839,-11.925296433468418,-76.67794167897463
216,Carmen,Torres,10576557,-11.924045801548116,-76.68303906996496
217,Ana,Pérez,12908228,-11.927430649496952,-76.67741011754725
218,Lucía,Ramírez,50276442,-11.92650432599632,-76.68171094538972
219,Carmen,Rojas,81887647,-11.928365367738047,-76.67922920280321
220,Pedro,Soto,95564772,-11.91931242524227,-76.68370259874276
221,Lucía,Mendoza,88638690,-11.925427341629982,-76.67626333833375
222,María,Pérez,54654791,-11.925738924173736,-76.67914288461125
223,Luis,Soto,22842714,-11.92868718058444,-76.67921507870837
224,Elena,Pérez,33583507,-11.926061432795011,-76.67754281001295
225,Carmen,Soto,51594384,-11.921937841845306,-76.67273130907394
226,Carmen,Pérez,41084192,-11.92376110048036,-76.67952261105025
227,Ana,Pérez,96130353,-11.924916847095268,-76.68155949887843
228,Carmen,Mendoza,23334558,-11.924484548469614,-76.6813862042304
229,Jorge,García,92322474,-11.92499461707119,-76.67654720739317
230,Ana,Ramírez,22879697,-11.928519627695838,-76.67708036431661
231,Carmen,Flores,96683713,-11.92154865479798,-76.68085420558097
232,Ana,García,41291893,-11.931865564697024,-76.68232346596128
233,Carlos,Pérez,64074636,-11.921609016360316,-76.68056860418689
234,María,Ruiz,78424998,-11.928497906696885,-76.68201432476368
235,Lucía,Rojas,18755153,-11.922978139920486,-76.6788597992954
236,María,Rojas,46892231,-11.926216796297508,-76.68160047323543
237,Carlos,Torres,34104520,-11.926675274447131,-76.6832672305535
238,Carmen,Mendoza,46439093,-11.920653872931592,-76.68146696140762
239,Lucía,Flores,45876178,-11.921848524437523,-76.67593605184423
240,José,Vargas,52614056,-11.922505067305556,-76.68179486093815
241,Luis,García,20144830,-11.92428880972899,-76.68057258681917
242,Carlos,García,82403512,-11.92821110558219,-76.67952692215484
243,José,García,73174338,-11.92903711937348,-76.67693696183461
244,Pedro,Ramírez,68942480,-11.926893851891895,-76.67989652103238
245,Luis,Flores,37006229,-11.92465013638536,-76.68127671492111
246,Carlos,Soto,42213678,-11.923739918595574,-76.68192471096987
247,Lucía,Ramírez,26414133,-11.922886108107628,-76.68453793904074
248,Carmen,García,36177651,-11.92512086126136,-76.67468321300282
249,Luis,Rojas,85277715,-11.928500993973817,-76.68253323491157
250,Jorge,Vargas,56432252,-11.923958276451025,-76.67996125465417
251,Ana,Soto,76399815,-11.92444810970218,-76.67903243860955
252,Elena,García,45569861,-11.923595835594314,-76.67717090047412
253,María,Rojas,82702816,-11.924270544029214,-76.68122377296385
254,Jorge,Mendoza,44447993,-11.923482278896392,-76.67480035419531
255,Pedro,Ruiz,79308925,-11.925897901239146,-76.683423587914
256,Jorge,Ruiz,38419439,-11.92217875799214,-76.68086114349185
257,Lucía,Torres,93858286,-11.932018008638044,-76.67795773496854
258,Elena,Vargas,44064472,-11.927105984557862,-76.6807715998469
259,Carmen,Vargas,49326241,-11.924504059008292,-76.67992850096066
260,Ana,Mendoza,33186835,-11.923371644548585,-76.6818064591117
261,Elena,Rojas,60053651,-11.923960682605472,-76.68127864003274
262,Luis,Ruiz,17829712,-11.923283568557338,-76.67865389754796
263,Elena,Mendoza,29686484,-11.928306316106132,-76.67724205365147
264,Luis,Mendoza,79072208,-11.92710789033534,-76.67807582660515
265,José,García,76006880,-11.924398138059797,-76.67498544896961
266,Carlos,Ramírez,94919026,-11.926170397947114,-76.68154795038835
267,Ana,Pérez,23712253,-11.925558258817665,-76.6814095393485
268,Jorge,García,11768955,-11.923100174294174,-76.6853489318253
269,Carlos,Pérez,30363537,-11.92866104725744,-76.68370340876473
270,Carlos,Mendoza,16314770,-11.92264907722408,-76.67536815988225
271,José,Rojas,74941116,-11.925813347655613,-76.68100646516956
272,Carmen,García,24053105,-11.92528984351066,-76.67701436509218
273,Pedro,Ruiz,55531357,-11.928282059402571,-76.67978489305179
274,Pedro,Torres,38802620,-11.922574407110652,-76.67899671749018
275,Carmen,Vargas,93450180,-11.924931255150204,-76.67749686172229
276,María,Vargas,81230598,-11.933609696878998,-76.6784663740414
277,Pedro,Pérez,55060853,-11.927462227049382,-76.68599189869056
278,Pedro,Pérez,53596584,-11.923966392201423,-76.67637902436451
279,María,García,87962924,-11.925912345543882,-76.67764137635838
280,Carmen,Soto,69917187,-11.920663165226031,-76.67655525663925
281,Pedro,Ruiz,34916229,-11.920580106411885,-76.67827361752678
282,Jorge,Flores,43370171,-11.925273699083297,-76.68530589743568
283,Carlos,García,34085461,-11.926238187464389,-76.68302973978594
284,Lucía,Rojas,90721007,-11.918987171847506,-76.6810276574373
285,Carmen,Rojas,71918840,-11.925130385579646,-76.67884554387187
286,Pedro,Mendoza,70028306,-11.925369192660884,-76.67541484687871
287,Lucía,Pérez,82162808,-11.927367948085204,-76.67991617763428
288,Carlos,García,83926888,-11.927727411757092,-76.68446006753366
289,Carlos,Vargas,90510633,-11.927335307272717,-76.68061111039114
290,Luis,García,26677007,-11.926787906673551,-76.68257726293962
291,Carlos,Flores,28212672,-11.929718952391015,-76.68074931671788
292,José,Mendoza,14409328,-11.930014161122092,-76.67821983210892
293,Lucía,Rojas,63409874,-11.925252680741195,-76.68487265449839
294,Elena,Pérez,12040585,-11.92642762723115,-76.68275646921677
295,María,Vargas,25975991,-11.924542476468742,-76.67647864866193
296,Pedro,Rojas,67887710,-11.931125517408937,-76.68015492176255
297,Jorge,Soto,69530242,-11.9259803983867,-76.67848597977064
298,María,García,75242271,-11.924860410115286,-76.68275590799522
299,Pedro,Pérez,88124166,-11.926457161807,-76.68288807757041
300,Luis,Pérez,56301162,-11.922271978584204,-76.68043606505398
301,Elena,Torres,47535850,-11.91979642794274,-76.68068198244144
302,Carlos,Pérez,41142806,-11.927625220300731,-76.68504114317783
303,Carmen,Pérez,77122338,-11.930909419028769,-76.68525240782901
304,Elena,García,50870289,-11.924698620046964,-76.67897382493031
305,Jorge,Flores,79787886,-11.930243572106097,-76.67781488505777
306,José,Flores,11271635,-11.92694918315505,-76.68005962096404
307,Ana,Flores,51601139,-11.920663338115231,-76.6778094820524
308,Carlos,Mendoza,70027659,-11.926305591943716,-76.68317357667624
309,Jorge,Flores,99449433,-11.931955446203988,-76.68265745995772
310,José,Vargas,50384620,-11.926133390716483,-76.68346153858145
311,Pedro,Ramírez,25060992,-11.925893770901276,-76.68026944435113
312,Lucía,García,66770381,-11.926174567945424,-76.68245000774246
313,Lucía,Rojas,48216737,-11.9249940359841,-76.67917417805128
314,Carmen,Ruiz,97017838,-11.928771197232328,-76.67626720286076
315,Ana,Torres,91418575,-11.925795764396852,-76.68044345113115
316,Ana,Vargas,48286831,-11.92337535673023,-76.6798003516062
317,Ana,García,75263925,-11.92264059009826,-76.67963862750439
318,Pedro,Rojas,65533828,-11.92733731212392,-76.67941548942437
319,Pedro,Pérez,40040216,-11.928931178621962,-76.68017432088267
320,Luis,Vargas,12082745,-11.925599689971932,-76.6811243505718
321,Ana,Ruiz,80972435,-11.925885612534316,-76.68614554713649
322,María,Pérez,50890095,-11.927146174723225,-76.68022146529657
323,Pedro,García,41521083,-11.925020430824008,-76.68358302542278
324,José,Vargas,76329703,-11.921702876477406,-76.68309852454463
325,Lucía,Ramírez,45718882,-11.92259162839842,-76.67921841691438
326,José,Rojas,95882129,-11.92743868192953,-76.67517406732216
327,Carlos,Ramírez,53771237,-11.92908091049527,-76.67774253747916
328,Ana,Torres,85390873,-11.922498253045871,-76.68251186062723
329,Carlos,García,29047484,-11.921322604099808,-76.68125013954379
330,Carlos,García,64614010,-11.92463391911216,-76.67971903448368
331,José,Torres,64767660,-11.925902926224412,-76.67806757518052
332,Ana,Flores,64371995,-11.923119533838342,-76.68574559591971
333,Lucía,Flores,47906586,-11.921586979271366,-76.6854874759641
334,José,Mendoza,32324927,-11.922402361386975,-76.67711988458952
335,Ana,García,74298159,-11.928772899290646,-76.68173244286386
336,Luis,Vargas,33079517,-11.928817114005458,-76.68114476309086
337,José,García,30996585,-11.926424102852556,-76.67816101840319
338,José,Flores,27209015,-11.92156907376164,-76.67631294856763
339,Lucía,Soto,49281254,-11.927186504079735,-76.68112766562123
340,María,Rojas,13934712,-11.930550314576662,-76.68291761019948
341,Jorge,Soto,55042622,-11.922605445100707,-76.67565325152935
342,Carmen,Flores,50829418,-11.92920304661564,-76.68227739277745
343,José,García,87556941,-11.925579217270876,-76.67965951652354
344,Lucía,Ramírez,67820500,-11.927928810559765,-76.6792278168666
345,Luis,Torres,34766956,-11.926921518041212,-76.68054335681263
346,Elena,Pérez,97062329,-11.92386114725599,-76.68048073319056
347,Pedro,Vargas,23330996,-11.92680915767158,-76.68082882941177
348,María,García,67332286,-11.925765088877617,-76.68161003308964
349,Elena,Torres,38184629,-11.926276388188,-76.67570405848848
350,Pedro,Ruiz,27252278,-11.923817241656176,-76.68138644095409
351,Carmen,Pérez,71800316,-11.923409136786468,-76.68150145846926
352,Jorge,Pérez,63101374,-11.92198062608724,-76.6793910734234
353,Luis,Flores,85160629,-11.925821906432011,-76.67915684922257
354,José,Ruiz,95476166,-11.930212628456204,-76.68388030240672
355,Elena,Ruiz,33573671,-11.929081775019196,-76.6800711707157
356,Jorge,García,53025328,-11.920302455001544,-76.67380609956142
357,María,Ramírez,58605806,-11.923585846695678,-76.67899746657517
358,María,Ruiz,15318983,-11.930903173202458,-76.6821280213992
359,Carmen,Ramírez,35585861,-11.927863351255724,-76.68236254279475
360,Pedro,Mendoza,44971160,-11.926004431455754,-76.68191627173309
361,Carlos,Ruiz,51107043,-11.931437899431128,-76.67825626923164
362,José,Torres,17261259,-11.92871822907722,-76.67978225940766
363,Jorge,García,28158978,-11.91927775199075,-76.68325815377476
364,Luis,Flores,16213936,-11.93309086256824,-76.68135801266564
365,José,Soto,30267993,-11.922197121095005,-76.67462495763733
366,Carlos,Pérez,20466995,-11.929188648783358,-76.67900990233028
367,Luis,Flores,42255206,-11.92689593137034,-76.6808178450629
368,Pedro,Soto,59719990,-11.917566969958948,-76.68500891098518
369,Carmen,Ramírez,18965303,-11.924738781015517,-76.6790969204847
370,Lucía,Soto,56020115,-11.922242641025182,-76.68020605053958
371,María,Flores,56988636,-11.924575848381489,-76.68167494570226
372,José,Soto,53809569,-11.924692619176264,-76.68152957682649
373,Pedro,Vargas,93768013,-11.923635284330432,-76.68160883100812
374,María,Ruiz,38907323,-11.924368698818292,-76.68058778844104
375,María,Ramírez,59987279,-11.922121849247684,-76.68065418117077
376,Ana,Pérez,73802303,-11.93081909740462,-76.67671423549785
377,María,Mendoza,22651867,-11.928217196902589,-76.68246129901594
378,Lucía,Torres,81378594,-11.92728698388213,-76.67637668572048
379,Jorge,Vargas,75001722,-11.931907022641935,-76.67108675439901
380,Luis,García,16295064,-11.9223318295728,-76.6798302832576
381,Carmen,Rojas,61668536,-11.925664682001848,-76.67964333777542
382,Ana,Pérez,43231838,-11.92393663271486,-76.67856435324215
383,Carmen,Vargas,62769042,-11.923833186601987,-76.68023125795622
384,Jorge,Flores,13923809,-11.926092015260922,-76.68095381985096
385,Luis,Pérez,47441608,-11.926084724841058,-76.6770986897094
386,Lucía,Torres,10968242,-11.923719329833157,-76.68932116590399
387,Elena,Vargas,61690364,-11.92353229767041,-76.67991579141584
388,Jorge,Flores,16146185,-11.925556126269337,-76.68166555535926
389,Jorge,Rojas,19616851,-11.922127661840042,-76.67765742061363
390,Ana,Torres,81568501,-11.92781863300347,-76.67927884313862
391,Jorge,Ramírez,96827496,-11.928414970203624,-76.68463885449437
392,José,García,21077188,-11.92738015167377,-76.67791281958284
393,Lucía,Vargas,45705518,-11.922640624863872,-76.67896074373971
394,Jorge,Rojas,96092579,-11.923324712639456,-76.67895146513865
395,Carmen,García,84098279,-11.927424444785668,-76.67920423236598
396,Luis,Mendoza,74024443,-11.923098771424316,-76.67823712601056
397,Elena,Mendoza,97880203,-11.921933259885575,-76.6783750884584
398,Carmen,Rojas,27006075,-11.924445655377374,-76.67728954928505
399,Carmen,Rojas,43712385,-11.925579563777749,-76.68314562395368
400,Luis,Rojas,72955607,-11.92598920089183,-76.68273470793442
404,Luis,Vargas,81951079,-11.914496383573914,-76.6409512658932
406,Pedro,Pérez,12085514,-11.919322679593106,-76.6407881743357
407,Luis,Soto,30473822,-11.916807427049362,-76.64131970930332
409,Lucía,Ruiz,59530419,-11.915293544523932,-76.64451158709322
410,Luis,Pérez,73553490,-11.912593745909373,-76.64221777518455
412,Carmen,Ramírez,24867672,-11.910418024212484,-76.64242646119735
414,José,Ramírez,34841075,-11.909098466455468,-76.63478316094117
416,Ana,Pérez,36375530,-11.912078632210088,-76.6414206385991
419,Carlos,Soto,78436219,-11.913322752098464,-76.64002689087711
420,Elena,Ramírez,40052610,-11.914576722936577,-76.64380722771466
426,Lucía,Pérez,14281632,-11.912024705205996,-76.64110139064712
428,Ana,Torres,38437697,-11.91853761277042,-76.64095777357916
433,Luis,Flores,83616890,-11.9137039129518,-76.64024827597282
442,Pedro,Rojas,73065039,-11.918831564448402,-76.64538854285941
443,Pedro,Torres,47514152,-11.916151610548477,-76.64216213727774
447,Elena,Flores,86209709,-11.91263337856787,-76.64191649935333
449,Pedro,Ramírez,16178924,-11.912488558148278,-76.64171557169911
451,Carlos,Flores,17871793,-11.913370771421707,-76.64120615466307
457,Pedro,García,70681050,-11.914377242473812,-76.64150656236734
458,Carmen,Ruiz,91132305,-11.91227752696374,-76.64003964069941
459,Carlos,Flores,95341788,-11.91518579974602,-76.64148304812382
461,Elena,Flores,23869838,-11.90726215373516,-76.6361461871363
468,Ana,Torres,14373370,-11.915562122132824,-76.64022080531869
470,María,Rojas,24754392,-11.918217321226962,-76.64290257579725
474,Ana,Pérez,71317266,-11.91930271193543,-76.64098549107433
475,Carlos,Ramírez,45133546,-11.914809764280449,-76.64342956643345
478,Pedro,Ruiz,87401700,-11.918280494295518,-76.64034908422411
